"","d","sent_n"
"225",1,20
"226",7,20
"227",1,20
"228",9,20
"229",1,20
"230",3,20
"231",1,20
"232",3,20
"233",9,20
"234",6,20
"235",1,20
"236",3,20
"237",1,20
"238",5,20
"239",1,20
"240",1,20
"241",12,20
"242",1,20
"243",9,20
"244",1,20
"245",1,20
"246",3,20
"247",2,20
"248",1,20
"249",1,20
"250",1,20
"251",1,20
"252",3,20
"253",2,20
"254",1,20
"255",2,20
"256",1,20
"257",12,20
"258",1,20
"259",2,20
"260",5,20
"261",1,20
"262",1,20
"263",1,20
"264",9,20
"265",3,20
"266",5,20
"267",3,20
"268",5,20
"269",1,20
"270",1,20
"271",1,20
"272",5,20
"273",4,20
"274",2,20
"275",1,20
"276",1,20
"277",10,20
"278",1,20
"279",1,20
"280",1,20
"281",1,20
"282",4,20
"283",3,20
"284",2,20
"285",1,20
"286",1,20
"287",11,20
"288",2,20
"289",1,20
"290",1,20
"291",7,20
"292",1,20
"293",2,20
"294",1,20
"295",1,20
"296",2,20
"297",5,20
"298",1,20
"299",5,20
"300",5,20
"301",5,20
"302",1,20
"303",1,20
"304",14,20
"305",1,20
"306",11,20
"307",1,20
"308",1,20
"309",2,20
"310",1,20
"311",1,20
"312",1,20
"313",4,20
"314",1,20
"315",1,20
"316",1,20
"317",1,20
"318",1,20
"319",10,20
"320",1,20
"321",1,20
"322",2,20
"323",1,20
"324",1,20
"325",1,20
"326",1,20
"327",1,20
"328",3,20
"329",1,20
"330",2,20
"331",1,20
"332",1,20
"333",1,20
"334",1,20
"335",5,20
"336",6,20
"337",1,20
"338",2,20
"339",6,20
"340",8,20
"341",1,20
"342",5,20
"343",1,20
"344",1,20
"345",1,20
"346",5,20
"347",1,20
"348",1,20
"349",2,20
"350",1,20
"351",1,20
"352",2,20
"353",10,20
"354",1,20
"355",2,20
"356",9,20
"357",1,20
"358",2,20
"359",1,20
"360",3,20
"361",1,20
"362",2,20
"363",2,20
"364",1,20
"365",1,20
"366",1,20
"367",1,20
"368",2,20
"369",4,20
"370",12,20
"371",2,20
"372",3,20
"373",1,20
"374",1,20
"375",8,20
"376",2,20
"377",1,20
"378",1,20
"379",1,20
"380",1,20
"381",1,20
"382",1,20
"383",7,20
"384",1,20
"385",3,20
"386",1,20
"387",1,20
"388",1,20
"389",1,20
"390",2,20
"391",1,20
"392",2,20
"393",1,20
"394",1,20
"395",1,20
"396",4,20
"397",1,20
"398",2,20
"399",2,20
"400",1,20
"401",1,20
"402",1,20
"403",1,20
"404",1,20
"405",2,20
"406",2,20
"407",1,20
"408",1,20
"409",1,20
"410",3,20
"411",5,20
"412",1,20
"413",3,20
"414",1,20
"415",1,20
"416",4,20
"417",1,20
"418",1,20
"419",1,20
"420",3,20
"421",1,20
"422",9,20
"423",4,20
"424",1,20
"425",5,20
"426",1,20
"427",2,20
"428",1,20
"429",2,20
"430",1,20
"431",2,20
"432",2,20
"433",1,20
"434",1,20
"435",14,20
"436",2,20
"437",6,20
"438",1,20
"439",2,20
"440",3,20
"441",3,20
"442",8,20
"443",1,20
"444",6,20
"445",2,20
"446",1,20
"447",13,20
"448",1,20
"449",1,20
"450",1,20
"451",2,20
"452",2,20
"453",3,20
"454",1,20
"455",6,20
"456",3,20
"457",1,20
"458",1,20
"459",11,20
"460",3,20
"461",9,20
"462",5,20
"463",2,20
"464",2,20
"465",9,20
"466",2,20
"467",1,20
"468",2,20
"469",1,20
"470",2,20
"471",3,20
"472",6,20
"473",1,20
"474",4,20
"475",1,20
"476",1,20
"477",1,20
"478",2,20
"479",3,20
"480",1,20
"481",1,20
"482",1,20
"483",2,20
"484",1,20
"485",1,20
"486",1,20
"487",1,20
"488",1,20
"489",3,20
"490",1,20
"491",1,20
"492",3,20
"493",13,20
"494",2,20
"495",10,20
"496",1,20
"497",1,20
"498",2,20
"499",9,20
"500",1,20
"501",1,20
"502",1,20
"503",2,20
"504",18,20
"505",1,20
"506",2,20
"507",1,20
"508",1,20
"509",1,20
"510",2,20
"511",3,20
"512",1,20
"513",6,20
"514",1,20
"515",1,20
"516",1,20
"517",1,20
"518",4,20
"519",1,20
"520",1,20
"521",1,20
"522",7,20
"523",3,20
"524",5,20
"525",1,20
"526",1,20
"527",1,20
"528",1,20
"529",1,20
"530",2,20
"531",1,20
"532",3,20
"533",1,20
"534",2,20
"535",1,20
"536",2,20
"537",1,20
"538",1,20
"539",3,20
"540",1,20
"541",1,20
"542",3,20
"543",3,20
"544",1,20
"545",2,20
"546",1,20
"547",8,20
"548",3,20
"549",1,20
"550",1,20
"551",3,20
"552",1,20
"553",9,20
"554",9,20
"555",1,20
"556",1,20
"557",16,20
"558",6,20
"559",4,20
"560",1,20
"561",1,20
"562",1,20
"563",1,20
"564",1,20
"565",1,20
"566",1,20
"567",1,20
"568",3,20
"569",9,20
"570",5,20
"571",10,20
"572",5,20
"573",1,20
"574",2,20
"575",6,20
"576",2,20
"577",2,20
"578",3,20
"579",9,20
"580",6,20
"581",1,20
"582",1,20
"583",2,20
"584",1,20
"585",17,20
"586",2,20
"587",8,20
"588",4,20
"589",2,20
"590",6,20
"591",2,20
"592",5,20
"593",1,20
"594",1,20
"595",2,20
"596",1,20
"597",4,20
"598",6,20
"599",3,20
"600",1,20
"601",1,20
"602",6,20
"603",1,20
"604",2,20
"605",9,20
"606",1,20
"607",3,20
"608",4,20
"609",1,20
"610",1,20
"611",1,20
"612",8,20
"613",5,20
"614",2,20
"615",2,20
"616",1,20
"617",3,20
"618",6,20
"619",1,20
"620",1,20
"621",9,20
"622",4,20
"623",1,20
"624",12,20
"625",12,20
"626",7,20
"627",1,20
"628",2,20
"629",3,20
"630",3,20
"631",1,20
"632",16,20
"633",1,20
"634",11,20
"635",2,20
"636",1,20
"637",13,20
"638",2,20
"639",1,20
"640",5,20
"641",3,20
"642",1,20
"643",1,20
"644",1,20
"645",2,20
"646",5,20
"647",2,20
"648",9,20
"649",2,20
"650",1,20
"651",1,20
"652",1,20
"653",2,20
"654",3,20
"655",1,20
"656",1,20
"657",2,20
"658",9,20
"659",10,20
"660",11,20
"661",1,20
"662",10,20
"663",1,20
"664",17,20
"665",1,20
"666",9,20
"667",1,20
"668",1,20
"669",1,20
"670",2,20
"671",5,20
"672",1,20
"673",2,20
"674",17,20
"675",1,20
"676",9,20
"677",1,20
"678",3,20
"679",1,20
"680",1,20
"681",1,20
"682",4,20
"683",1,20
"684",1,20
"685",1,20
"686",4,20
"687",1,20
"688",1,20
"689",1,20
"690",1,20
"691",17,20
"692",11,20
"693",1,20
"694",5,20
"695",2,20
"696",1,20
"697",2,20
"698",1,20
"699",16,20
"700",1,20
"701",1,20
"702",2,20
"703",3,20
"704",3,20
"705",1,20
"706",2,20
"707",1,20
"708",1,20
"709",1,20
"710",1,20
"711",1,20
"712",1,20
"713",1,20
"714",9,20
"715",1,20
"716",4,20
"717",1,20
"718",1,20
"719",1,20
"720",1,20
"721",1,20
"722",1,20
"723",1,20
"724",1,20
"725",12,20
"726",2,20
"727",1,20
"728",11,20
"729",1,20
"730",1,20
"731",1,20
"732",2,20
"733",1,20
"734",1,20
"735",1,20
"736",5,20
"737",1,20
"738",8,20
"739",4,20
"740",5,20
"741",7,20
"742",1,20
"743",5,20
"744",5,20
"745",4,20
"746",1,20
"747",1,20
"748",1,20
"749",1,20
"750",1,20
"751",3,20
"752",10,20
"753",1,20
"754",11,20
"755",3,20
"756",1,20
"757",1,20
"758",8,20
"759",1,20
"760",1,20
"761",10,20
"762",2,20
"763",1,20
"764",1,20
"765",4,20
"766",6,20
"767",7,20
"768",1,20
"769",1,20
"770",3,20
"771",1,20
"772",2,20
"773",3,20
"774",2,20
"775",2,20
"776",4,20
"777",1,20
"778",2,20
"779",1,20
"780",1,20
"781",1,20
"782",1,20
"783",2,20
"784",1,20
"785",17,20
"786",1,20
"787",3,20
"788",1,20
"789",13,20
"790",7,20
"791",1,20
"792",4,20
"793",11,20
"794",11,20
"795",3,20
"796",4,20
"797",8,20
"798",5,20
"799",1,20
"800",11,20
"801",1,20
"802",7,20
"803",1,20
"804",1,20
"805",5,20
"806",4,20
"807",7,20
"808",1,20
"809",1,20
"810",2,20
"811",1,20
"812",6,20
"813",3,20
"814",3,20
"815",1,20
"816",1,20
"817",7,20
"818",2,20
"819",2,20
"820",1,20
"821",5,20
"822",2,20
"823",1,20
"824",1,20
"825",2,20
"826",1,20
"827",1,20
"828",1,20
"829",1,20
"830",1,20
"831",1,20
"832",4,20
"833",1,20
"834",3,20
"835",1,20
"836",1,20
"837",1,20
"838",2,20
"839",1,20
"840",1,20
"841",1,20
"842",10,20
"843",4,20
"844",3,20
"845",1,20
"846",2,20
"847",1,20
"848",1,20
"849",1,20
"850",1,20
"851",1,20
"852",14,20
"853",7,20
"854",9,20
"855",1,20
"856",9,20
"857",1,20
"858",2,20
"859",1,20
"860",1,20
"861",1,20
"862",3,20
"863",1,20
"864",2,20
"865",2,20
"866",11,20
"867",1,20
"868",1,20
"869",5,20
"870",1,20
"871",2,20
"872",1,20
"873",5,20
"874",10,20
"875",12,20
"876",11,20
"877",9,20
"878",6,20
"879",2,20
"880",1,20
"881",1,20
"882",3,20
"883",2,20
"884",11,20
"885",1,20
"886",8,20
"887",1,20
"888",2,20
"889",1,20
"890",1,20
"891",4,20
"892",1,20
"893",1,20
"894",1,20
"895",3,20
"896",8,20
"897",5,20
"898",10,20
"899",4,20
"900",1,20
"901",2,20
"902",14,20
"903",2,20
"904",1,20
"905",5,20
"906",2,20
"907",16,20
"908",12,20
"909",8,20
"910",1,20
"911",1,20
"912",2,20
"913",5,20
"914",2,20
"915",2,20
"916",3,20
"917",6,20
"918",1,20
"919",1,20
"920",1,20
"921",1,20
"922",4,20
"923",2,20
"924",1,20
"925",1,20
"926",5,20
"927",1,20
"928",4,20
"929",5,20
"930",1,20
"931",1,20
"932",6,20
"933",1,20
"934",1,20
"935",7,20
"936",2,20
"937",1,20
"938",3,20
"939",3,20
"940",1,20
"941",14,20
"942",4,20
"943",1,20
"944",1,20
"945",16,20
"946",1,20
"947",4,20
"948",1,20
"949",5,20
"950",2,20
"951",1,20
"952",1,20
"953",3,20
"954",7,20
"955",1,20
"956",1,20
"957",1,20
"958",1,20
"959",1,20
"960",2,20
"961",1,20
"962",1,20
"963",1,20
"964",1,20
"965",1,20
"966",3,20
"967",1,20
"968",1,20
"969",3,20
"970",1,20
"971",2,20
"972",11,20
"973",1,20
"974",4,20
"975",1,20
"976",9,20
"977",2,20
"978",16,20
"979",1,20
"980",1,20
"981",1,20
"982",3,20
"983",1,20
"984",1,20
"985",1,20
"986",3,20
"987",1,20
"988",1,20
"989",1,20
"990",2,20
"991",1,20
"992",12,20
"993",3,20
"994",1,20
"995",3,20
"996",1,20
"997",1,20
"998",1,20
"999",1,20
"1000",4,20
"1001",3,20
"1002",8,20
"1003",2,20
"1004",2,20
"1005",1,20
"1006",1,20
"1007",5,20
"1008",1,20
"1009",1,20
"1010",1,20
"1011",9,20
"1012",1,20
"1013",1,20
"1014",2,20
"1015",5,20
"1016",3,20
"1017",3,20
"1018",1,20
"1019",1,20
"1020",9,20
"1021",1,20
"1022",1,20
"1023",1,20
"1024",1,20
"1025",1,20
"1026",10,20
"1027",9,20
"1028",1,20
"1029",3,20
"1030",1,20
"1031",5,20
"1032",3,20
"1033",1,20
"1034",1,20
"1035",7,20
"1036",1,20
"1037",3,20
"1038",15,20
"1039",2,20
"1040",1,20
"1041",1,20
"1042",1,20
"1043",1,20
"1044",3,20
"1045",1,20
"1046",1,20
"1047",1,20
"1048",2,20
"1049",2,20
"1050",1,20
"1051",1,20
"1052",1,20
"1053",1,20
"1054",1,20
"1055",4,20
"1056",2,20
"1057",2,20
"1058",1,20
"1059",8,20
"1060",1,20
"1061",16,20
"1062",1,20
"1063",1,20
"1064",3,20
"1065",7,20
"1066",7,20
"1067",5,20
"1068",1,20
"1069",1,20
"1070",1,20
"1071",1,20
"1072",16,20
"1073",3,20
"1074",1,20
"1075",1,20
"1076",2,20
"1077",18,20
"1078",3,20
"1079",1,20
"1080",1,20
"1081",1,20
"1082",3,20
"1083",1,20
"1084",2,20
"1085",1,20
"1086",4,20
"1087",4,20
"1088",6,20
"1089",19,20
"1090",1,20
"1091",1,20
"1092",1,20
"1093",2,20
"1094",1,20
"1095",1,20
"1096",3,20
"1097",5,20
"1098",6,20
"1099",1,20
"1100",4,20
"1101",1,20
"1102",2,20
"1103",1,20
"1104",1,20
"1105",17,20
"1106",2,20
"1107",1,20
"1108",2,20
"1109",1,20
"1110",2,20
"1111",19,20
"1112",1,20
"1113",13,20
"1114",1,20
"1115",4,20
"1116",3,20
"1117",1,20
"1118",1,20
"1119",5,20
"1120",2,20
"1121",1,20
"1122",3,20
"1123",6,20
"1124",3,20
"1125",2,20
"1126",1,20
"1127",1,20
"1128",3,20
"1129",2,20
"1130",5,20
"1131",1,20
"1132",1,20
"1133",1,20
"1134",1,20
"1135",2,20
"1136",11,20
"1137",1,20
"1138",1,20
"1139",7,20
"1140",2,20
"1141",3,20
"1142",2,20
"1143",1,20
"1144",5,20
"1145",1,20
"1146",1,20
"1147",6,20
"1148",1,20
"1149",2,20
"1150",1,20
"1151",1,20
"1152",1,20
"1153",1,20
"1154",1,20
"1155",1,20
"1156",1,20
"1157",12,20
"1158",2,20
"1159",4,20
"1160",14,20
"1161",1,20
"1162",4,20
"1163",7,20
"1164",2,20
"1165",2,20
"1166",4,20
"1167",1,20
"1168",5,20
"1169",4,20
"1170",1,20
"1171",1,20
"1172",1,20
"1173",3,20
"1174",4,20
"1175",3,20
"1176",13,20
"1177",1,20
"1178",1,20
"1179",1,20
"1180",1,20
"1181",1,20
"1182",2,20
"1183",3,20
"1184",1,20
"1185",1,20
"1186",1,20
"1187",2,20
"1188",1,20
"1189",1,20
"1190",1,20
"1191",4,20
"1192",1,20
"1193",3,20
"1194",3,20
"1195",3,20
"1196",1,20
"1197",14,20
"1198",1,20
"1199",2,20
"1200",2,20
"1201",4,20
"1202",13,20
"1203",1,20
"1204",1,20
"1205",1,20
"1206",4,20
"1207",17,20
"1208",1,20
"1209",1,20
"1210",1,20
"1211",1,20
"1212",4,20
"1213",1,20
"1214",1,20
"1215",6,20
"1216",1,20
"1217",4,20
"1218",5,20
"1219",10,20
"1220",1,20
"1221",1,20
"1222",3,20
"1223",5,20
"1224",5,20
"1225",1,20
"1226",1,20
"1227",2,20
"1228",2,20
"1229",4,20
"1230",1,20
"1231",1,20
"1232",17,20
"1233",6,20
"1234",1,20
"1235",2,20
"1236",2,20
"1237",1,20
"1238",2,20
"1239",4,20
"1240",1,20
"1241",1,20
"1242",11,20
"1243",6,20
"1244",5,20
"1245",2,20
"1246",1,20
"1247",2,20
"1248",1,20
"1249",8,20
"1250",1,20
"1251",3,20
"1252",2,20
"1253",1,20
"1254",2,20
"1255",1,20
"1256",16,20
"1257",1,20
"1258",1,20
"1259",1,20
"1260",6,20
"1261",4,20
"1262",1,20
"1263",2,20
"1264",3,20
"1265",2,20
"1266",1,20
"1267",1,20
"1268",1,20
"1269",4,20
"1270",1,20
"1271",10,20
"1272",1,20
"1273",1,20
"1274",1,20
"1275",3,20
"1276",1,20
"1277",3,20
"1278",1,20
"1279",1,20
"1280",1,20
"1281",1,20
"1282",3,20
"1283",1,20
"1284",1,20
"1285",1,20
"1286",3,20
"1287",1,20
"1288",1,20
"1289",5,20
"1290",8,20
"1291",2,20
"1292",1,20
"1293",1,20
"1294",1,20
"1295",6,20
"1296",1,20
"1297",1,20
"1298",1,20
"1299",3,20
"1300",3,20
"1301",1,20
"1302",3,20
"1303",1,20
"1304",1,20
"1305",1,20
"1306",4,20
"1307",1,20
"1308",1,20
"1309",1,20
"1310",5,20
"1311",1,20
"1312",1,20
"1313",4,20
"1314",1,20
"1315",1,20
"1316",1,20
"1317",3,20
"1318",1,20
"1319",2,20
"1320",1,20
"1321",2,20
"1322",11,20
"1323",8,20
"1324",2,20
"1325",1,20
"1326",13,20
"1327",1,20
"1328",1,20
"1329",1,20
"1330",2,20
"1331",1,20
"1332",2,20
"1333",3,20
"1334",2,20
"1335",1,20
"1336",1,20
"1337",1,20
"1338",14,20
"1339",1,20
"1340",1,20
"1341",1,20
"1342",1,20
"1343",2,20
"1344",3,20
"1345",4,20
"1346",1,20
"1347",1,20
"1348",1,20
"1349",4,20
"1350",2,20
"1351",1,20
"1352",2,20
"1353",1,20
"1354",1,20
"1355",1,20
"1356",1,20
"1357",4,20
"1358",2,20
"1359",1,20
"1360",3,20
"1361",1,20
"1362",2,20
"1363",1,20
"1364",19,20
"1365",1,20
"1366",1,20
"1367",13,20
"1368",1,20
"1369",3,20
"1370",1,20
"1371",1,20
"1372",1,20
"1373",2,20
"1374",1,20
"1375",8,20
"1376",1,20
"1377",10,20
"1378",11,20
"1379",11,20
"1380",2,20
"1381",2,20
"1382",2,20
"1383",1,20
"1384",2,20
"1385",4,20
"1386",1,20
"1387",2,20
"1388",1,20
"1389",4,20
"1390",4,20
"1391",1,20
"1392",1,20
"1393",3,20
"1394",12,20
"1395",2,20
"1396",1,20
"1397",2,20
"1398",2,20
"1399",1,20
"1400",1,20
"1401",2,20
"1402",2,20
"1403",7,20
"1404",5,20
"1405",12,20
"1406",5,20
"1407",4,20
"1408",1,20
"1409",1,20
"1410",2,20
"1411",3,20
"1412",1,20
"1413",1,20
"1414",13,20
"1415",15,20
"1416",1,20
"1417",5,20
"1418",1,20
"1419",3,20
"1420",2,20
"1421",1,20
"1422",3,20
"1423",2,20
"1424",2,20
"1425",1,20
"1426",1,20
"1427",1,20
"1428",1,20
"1429",1,20
"1430",2,20
"1431",1,20
"1432",1,20
"1433",5,20
"1434",1,20
"1435",2,20
"1436",1,20
"1437",1,20
"1438",1,20
"1439",1,20
"1440",3,20
"1441",8,20
"1442",1,20
"1443",1,20
"1444",1,20
"1445",1,20
"1446",2,20
"1447",1,20
"1448",3,20
"1449",2,20
"1450",1,20
"1451",1,20
"1452",1,20
"1453",1,20
"1454",11,20
"1455",1,20
"1456",2,20
"1457",15,20
"1458",1,20
"1459",1,20
"1460",2,20
"1461",2,20
"1462",3,20
"1463",2,20
"1464",2,20
"1465",1,20
"1466",1,20
"1467",4,20
"1468",1,20
"1469",2,20
"1470",19,20
"1471",1,20
"1472",1,20
"1473",2,20
"1474",1,20
"1475",2,20
"1476",1,20
"1477",11,20
"1478",10,20
"1479",8,20
"1480",1,20
"1481",1,20
"1482",1,20
"1483",1,20
"1484",10,20
"1485",1,20
"1486",1,20
"1487",1,20
"1488",2,20
"1489",1,20
"1490",1,20
"1491",2,20
"1492",1,20
"1493",2,20
"1494",4,20
"1495",1,20
"1496",2,20
"1497",1,20
"1498",4,20
"1499",1,20
"1500",4,20
"1501",5,20
"1502",1,20
"1503",2,20
"1504",10,20
"1505",1,20
"1506",1,20
"1507",2,20
"1508",4,20
"1509",2,20
"1510",2,20
"1511",3,20
"1512",2,20
"1513",17,20
"1514",8,20
"1515",2,20
"1516",1,20
"1517",5,20
"1518",8,20
"1519",6,20
"1520",1,20
"1521",3,20
"1522",4,20
"1523",1,20
"1524",5,20
"1525",1,20
"1526",1,20
"1527",2,20
"1528",5,20
"1529",1,20
"1530",2,20
"1531",2,20
"1532",1,20
"1533",2,20
"1534",1,20
"1535",13,20
"1536",1,20
"1537",1,20
"1538",1,20
"1539",4,20
"1540",4,20
"1541",1,20
"1542",1,20
"1543",16,20
"1544",1,20
"1545",4,20
"1546",3,20
"1547",1,20
"1548",1,20
"1549",2,20
"1550",1,20
"1551",2,20
"1552",1,20
"1553",1,20
"1554",1,20
"1555",1,20
"1556",1,20
"1557",1,20
"1558",5,20
"1559",13,20
"1560",2,20
"1561",1,20
"1562",5,20
"1563",1,20
"1564",2,20
"1565",2,20
"1566",5,20
"1567",2,20
"1568",14,20
"1569",4,20
"1570",3,20
"1571",1,20
"1572",7,20
"1573",1,20
"1574",1,20
"1575",1,20
"1576",1,20
"1577",2,20
"1578",1,20
"1579",8,20
"1580",2,20
"1581",5,20
"1582",1,20
"1583",1,20
"1584",1,20
"1585",1,20
"1586",1,20
"1587",1,20
"1588",1,20
"1589",1,20
"1590",4,20
"1591",2,20
"1592",2,20
"1593",1,20
"1594",4,20
"1595",1,20
"1596",1,20
"1597",1,20
"1598",5,20
"1599",1,20
"1600",1,20
"1601",1,20
"1602",1,20
"1603",1,20
"1604",2,20
"1605",1,20
"1606",1,20
"1607",3,20
"1608",2,20
"1609",1,20
"1610",1,20
"1611",1,20
"1612",2,20
"1613",13,20
"1614",1,20
"1615",1,20
"1616",2,20
"1617",12,20
"1618",4,20
"1619",5,20
"1620",4,20
"1621",3,20
"1622",12,20
"1623",1,20
"1624",1,20
"1625",1,20
"1626",4,20
"1627",2,20
"1628",2,20
"1629",1,20
"1630",1,20
"1631",1,20
"1632",4,20
"1633",2,20
"1634",1,20
"1635",1,20
"1636",1,20
"1637",6,20
"1638",1,20
"1639",2,20
"1640",7,20
"1641",2,20
"1642",5,20
"1643",2,20
"1644",5,20
"1645",11,20
"1646",2,20
"1647",1,20
"1648",1,20
"1649",1,20
"1650",1,20
"1651",1,20
"1652",3,20
"1653",7,20
"1654",10,20
"1655",1,20
"1656",4,20
"1657",1,20
"1658",1,20
"1659",4,20
"1660",9,20
"1661",1,20
"1662",4,20
"1663",1,20
"1664",1,20
"1665",5,20
"1666",2,20
"1667",18,20
"1668",1,20
"1669",3,20
"1670",2,20
"1671",1,20
"1672",8,20
"1673",3,20
"1674",4,20
"1675",1,20
"1676",1,20
"1677",4,20
"1678",1,20
"1679",1,20
"1680",1,20
"1681",1,20
"1682",1,20
"1683",1,20
"1684",4,20
"1685",1,20
"1686",1,20
"1687",2,20
"1688",1,20
"1689",9,20
"1690",1,20
"1691",1,20
"1692",2,20
"1693",1,20
"1694",1,20
"1695",1,20
"1696",1,20
"1697",1,20
"1698",6,20
"1699",4,20
"1700",2,20
"1701",1,20
"1702",4,20
"1703",1,20
"1704",3,20
"1705",1,20
"1706",5,20
"1707",1,20
"1708",1,20
"1709",3,20
"1710",5,20
"1711",2,20
"1712",7,20
"1713",7,20
"1714",2,20
"1715",4,20
"1716",4,20
"1717",1,20
"1718",2,20
"1719",2,20
"1720",1,20
"1721",1,20
"1722",4,20
"1723",2,20
"1724",1,20
"1725",9,20
"1726",1,20
"1727",8,20
"1728",1,20
"1729",1,20
"1730",1,20
"1731",1,20
"1732",15,20
"1733",5,20
"1734",1,20
"1735",3,20
"1736",1,20
"1737",1,20
"1738",1,20
"1739",2,20
"1740",2,20
"1741",1,20
"1742",4,20
"1743",1,20
"1744",5,20
"1745",1,20
"1746",1,20
"1747",11,20
"1748",16,20
"1749",1,20
"1750",3,20
"1751",2,20
"1752",1,20
"1753",2,20
"1754",1,20
"1755",1,20
"1756",2,20
"1757",1,20
"1758",1,20
"1759",1,20
"1760",3,20
"1761",3,20
"1762",1,20
"1763",2,20
"1764",19,20
"1765",2,20
"1766",1,20
"1767",5,20
"1768",3,20
"1769",1,20
"1770",1,20
"1771",6,20
"1772",1,20
"1773",1,20
"1774",7,20
"1775",3,20
"1776",1,20
"1777",1,20
"1778",1,20
"1779",4,20
"1780",1,20
"1781",4,20
"1782",2,20
"1783",2,20
"1784",1,20
"1785",1,20
"1786",1,20
"1787",1,20
"1788",1,20
"1789",4,20
"1790",2,20
"1791",2,20
"1792",2,20
"1793",1,20
"1794",1,20
"1795",1,20
"1796",1,20
"1797",4,20
"1798",3,20
"1799",1,20
"1800",1,20
"1801",1,20
"1802",1,20
"1803",8,20
"1804",3,20
"1805",1,20
"1806",5,20
"1807",3,20
"1808",5,20
"1809",1,20
"1810",1,20
"1811",2,20
"1812",2,20
"1813",1,20
"1814",1,20
"1815",1,20
"1816",1,20
"1817",3,20
"1818",3,20
"1819",3,20
"1820",10,20
"1821",1,20
"1822",1,20
"1823",2,20
"1824",8,20
"1825",1,20
"1826",1,20
"1827",3,20
"1828",1,20
"1829",15,20
"1830",3,20
"1831",1,20
"1832",11,20
"1833",2,20
"1834",5,20
"1835",4,20
"1836",3,20
"1837",1,20
"1838",3,20
"1839",2,20
"1840",3,20
"1841",1,20
"1842",2,20
"1843",6,20
"1844",3,20
"1845",1,20
"1846",1,20
"1847",4,20
"1848",4,20
"1849",3,20
"1850",1,20
"1851",5,20
"1852",1,20
"1853",1,20
"1854",1,20
"1855",1,20
"1856",3,20
"1857",9,20
"1858",3,20
"1859",5,20
"1860",3,20
"1861",1,20
"1862",1,20
"1863",8,20
"1864",1,20
"1865",1,20
"1866",2,20
"1867",6,20
"1868",1,20
"1869",2,20
"1870",7,20
"1871",2,20
"1872",1,20
