"","d","sent_n"
"360",19,20
"361",1,20
"362",1,20
"363",19,20
"364",1,20
"365",17,20
"366",12,20
"367",2,20
"368",2,20
"369",1,20
"370",7,20
"371",2,20
"372",6,20
"373",1,20
"374",11,20
"375",18,20
"376",17,20
"377",1,20
"378",11,20
"379",12,20
"380",1,20
"381",2,20
"382",2,20
"383",11,20
"384",2,20
"385",2,20
"386",3,20
"387",6,20
"388",1,20
"389",2,20
"390",1,20
"391",1,20
"392",11,20
"393",1,20
"394",2,20
"395",1,20
"396",1,20
"397",1,20
"398",5,20
"399",2,20
"400",1,20
"401",1,20
"402",1,20
"403",8,20
"404",5,20
"405",1,20
"406",2,20
"407",1,20
"408",1,20
"409",2,20
"410",1,20
"411",3,20
"412",1,20
"413",6,20
"414",13,20
"415",1,20
"416",11,20
"417",16,20
"418",3,20
"419",1,20
"420",1,20
"421",1,20
"422",1,20
"423",1,20
"424",8,20
"425",7,20
"426",16,20
"427",3,20
"428",1,20
"429",3,20
"430",6,20
"431",11,20
"432",10,20
"433",13,20
"434",4,20
"435",1,20
"436",15,20
"437",4,20
"438",1,20
"439",2,20
"440",10,20
"441",1,20
"442",1,20
"443",3,20
"444",1,20
"445",14,20
"446",10,20
"447",3,20
"448",7,20
"449",11,20
"450",1,20
"451",2,20
"452",2,20
"453",2,20
"454",2,20
"455",8,20
"456",6,20
"457",2,20
"458",16,20
"459",12,20
"460",4,20
"461",14,20
"462",3,20
"463",1,20
"464",2,20
"465",7,20
"466",9,20
"467",3,20
"468",7,20
"469",2,20
"470",2,20
"471",3,20
"472",2,20
"473",2,20
"474",4,20
"475",2,20
"476",5,20
"477",1,20
"478",16,20
"479",7,20
"480",1,20
"481",7,20
"482",1,20
"483",18,20
"484",6,20
"485",6,20
"486",1,20
"487",1,20
"488",7,20
"489",2,20
"490",1,20
"491",10,20
"492",7,20
"493",2,20
"494",14,20
"495",7,20
"496",7,20
"497",6,20
"498",14,20
"499",2,20
"500",2,20
"501",1,20
"502",1,20
"503",4,20
"504",2,20
"505",2,20
"506",8,20
"507",2,20
"508",3,20
"509",2,20
"510",1,20
"511",1,20
"512",1,20
"513",2,20
"514",9,20
"515",4,20
"516",2,20
"517",2,20
"518",17,20
"519",1,20
"520",2,20
"521",2,20
"522",1,20
"523",2,20
"524",9,20
"525",15,20
"526",8,20
"527",1,20
"528",1,20
"529",2,20
"530",1,20
"531",2,20
"532",5,20
"533",7,20
"534",1,20
"535",2,20
"536",16,20
"537",1,20
"538",8,20
"539",1,20
"540",1,20
"541",3,20
"542",2,20
"543",3,20
"544",1,20
"545",3,20
"546",3,20
"547",1,20
"548",6,20
"549",2,20
"550",2,20
"551",15,20
"552",9,20
"553",1,20
"554",13,20
"555",1,20
"556",1,20
"557",1,20
"558",1,20
"559",1,20
"560",7,20
"561",3,20
"562",9,20
"563",2,20
"564",2,20
"565",1,20
"566",1,20
"567",1,20
"568",1,20
"569",1,20
"570",1,20
"571",3,20
"572",1,20
"573",5,20
"574",5,20
"575",7,20
"576",1,20
"577",14,20
"578",7,20
"579",1,20
"580",4,20
"581",8,20
"582",2,20
"583",11,20
"584",7,20
"585",6,20
"586",3,20
"587",1,20
"588",1,20
"589",6,20
"590",11,20
"591",4,20
"592",11,20
"593",6,20
"594",1,20
"595",2,20
"596",1,20
"597",4,20
"598",15,20
"599",6,20
"600",19,20
"601",7,20
"602",4,20
"603",2,20
"604",2,20
"605",2,20
"606",19,20
"607",14,20
"608",2,20
"609",6,20
"610",1,20
"611",1,20
"612",13,20
"613",1,20
"614",3,20
"615",14,20
"616",2,20
"617",1,20
"618",2,20
"619",4,20
"620",4,20
"621",4,20
"622",1,20
"623",1,20
"624",2,20
"625",2,20
"626",1,20
"627",2,20
"628",3,20
"629",6,20
"630",15,20
"631",1,20
"632",17,20
"633",1,20
"634",9,20
"635",14,20
"636",3,20
"637",1,20
"638",4,20
"639",1,20
"640",3,20
"641",4,20
"642",1,20
"643",3,20
"644",7,20
"645",5,20
"646",2,20
"647",1,20
"648",1,20
"649",1,20
"650",7,20
"651",1,20
"652",2,20
"653",2,20
"654",2,20
"655",1,20
"656",1,20
"657",4,20
"658",11,20
"659",2,20
"660",2,20
"661",3,20
"662",1,20
"663",1,20
"664",1,20
"665",4,20
"666",9,20
"667",1,20
"668",1,20
"669",11,20
"670",8,20
"671",6,20
"672",8,20
"673",1,20
"674",2,20
"675",15,20
"676",1,20
"677",1,20
"678",1,20
"679",3,20
"680",9,20
"681",1,20
"682",3,20
"683",4,20
"684",5,20
"685",1,20
"686",1,20
"687",2,20
"688",2,20
"689",1,20
"690",16,20
"691",7,20
"692",2,20
"693",4,20
"694",16,20
"695",1,20
"696",3,20
"697",2,20
"698",1,20
"699",1,20
"700",1,20
"701",1,20
"702",13,20
"703",1,20
"704",6,20
"705",1,20
"706",1,20
"707",14,20
"708",7,20
"709",2,20
"710",1,20
"711",3,20
"712",18,20
"713",1,20
"714",1,20
"715",4,20
"716",1,20
"717",1,20
"718",4,20
"719",1,20
"720",2,20
"721",5,20
"722",1,20
"723",18,20
"724",1,20
"725",1,20
"726",5,20
"727",1,20
"728",1,20
"729",1,20
"730",2,20
"731",8,20
"732",1,20
"733",1,20
"734",1,20
"735",1,20
"736",1,20
"737",11,20
"738",4,20
"739",11,20
"740",4,20
"741",1,20
"742",1,20
"743",1,20
"744",1,20
"745",1,20
"746",11,20
"747",2,20
"748",18,20
"749",1,20
"750",1,20
"751",2,20
"752",1,20
"753",1,20
"754",3,20
"755",3,20
"756",2,20
"757",4,20
"758",10,20
"759",14,20
"760",3,20
"761",9,20
"762",4,20
"763",1,20
"764",14,20
"765",5,20
"766",5,20
"767",2,20
"768",1,20
"769",3,20
"770",2,20
"771",12,20
"772",1,20
"773",3,20
"774",1,20
"775",6,20
"776",1,20
"777",2,20
"778",8,20
"779",1,20
"780",6,20
"781",1,20
"782",2,20
"783",1,20
"784",16,20
"785",9,20
"786",19,20
"787",2,20
"788",19,20
"789",2,20
"790",7,20
"791",2,20
"792",2,20
"793",1,20
"794",2,20
"795",7,20
"796",4,20
"797",2,20
"798",7,20
"799",14,20
"800",3,20
"801",7,20
"802",1,20
"803",1,20
"804",2,20
"805",1,20
"806",2,20
"807",2,20
"808",2,20
"809",2,20
"810",2,20
"811",2,20
"812",1,20
"813",1,20
"814",2,20
"815",2,20
"816",2,20
"817",1,20
"818",1,20
"819",3,20
"820",14,20
"821",1,20
"822",1,20
"823",7,20
"824",19,20
"825",2,20
"826",10,20
"827",19,20
"828",1,20
"829",5,20
"830",1,20
"831",2,20
"832",1,20
"833",2,20
"834",2,20
"835",1,20
"836",1,20
"837",1,20
"838",1,20
"839",2,20
"840",1,20
"841",11,20
"842",11,20
"843",16,20
"844",1,20
"845",1,20
"846",2,20
"847",11,20
"848",1,20
"849",10,20
"850",2,20
"851",9,20
"852",2,20
"853",5,20
"854",1,20
"855",2,20
"856",1,20
"857",2,20
"858",2,20
"859",3,20
"860",1,20
"861",14,20
"862",11,20
"863",11,20
"864",2,20
"865",1,20
"866",2,20
"867",3,20
"868",7,20
"869",5,20
"870",5,20
"871",3,20
"872",14,20
"873",1,20
"874",3,20
"875",2,20
"876",17,20
"877",6,20
"878",2,20
"879",1,20
"880",1,20
"881",5,20
"882",1,20
"883",4,20
"884",2,20
"885",11,20
"886",19,20
"887",6,20
"888",2,20
"889",1,20
"890",8,20
"891",4,20
"892",7,20
"893",2,20
"894",1,20
"895",5,20
"896",1,20
"897",1,20
"898",1,20
"899",2,20
"900",2,20
"901",2,20
"902",1,20
"903",12,20
"904",8,20
"905",9,20
"906",2,20
"907",2,20
"908",9,20
"909",1,20
"910",2,20
"911",17,20
"912",1,20
"913",1,20
"914",2,20
"915",1,20
"916",7,20
"917",11,20
"918",17,20
"919",1,20
"920",2,20
"921",4,20
"922",8,20
"923",8,20
"924",1,20
"925",1,20
"926",2,20
"927",3,20
"928",1,20
"929",11,20
"930",2,20
"931",1,20
"932",7,20
"933",2,20
"934",10,20
"935",11,20
"936",1,20
"937",1,20
"938",2,20
"939",2,20
"940",17,20
"941",12,20
"942",2,20
"943",2,20
"944",1,20
"945",10,20
"946",15,20
"947",2,20
"948",12,20
"949",14,20
"950",6,20
"951",7,20
"952",2,20
"953",13,20
"954",1,20
"955",2,20
"956",10,20
"957",1,20
"958",1,20
"959",2,20
"960",7,20
"961",17,20
"962",1,20
"963",2,20
"964",6,20
"965",2,20
"966",6,20
"967",1,20
"968",1,20
"969",1,20
"970",7,20
"971",6,20
"972",1,20
"973",4,20
"974",2,20
"975",1,20
"976",13,20
"977",2,20
"978",1,20
"979",1,20
"980",11,20
"981",12,20
"982",1,20
"983",1,20
"984",8,20
"985",4,20
"986",2,20
"987",1,20
"988",18,20
"989",9,20
"990",6,20
"991",5,20
"992",2,20
"993",9,20
"994",13,20
"995",1,20
"996",11,20
"997",2,20
"998",3,20
"999",10,20
"1000",2,20
"1001",4,20
"1002",4,20
"1003",8,20
"1004",2,20
"1005",4,20
"1006",16,20
"1007",2,20
"1008",15,20
"1009",7,20
"1010",2,20
"1011",10,20
"1012",15,20
"1013",6,20
"1014",2,20
"1015",1,20
"1016",15,20
"1017",1,20
"1018",12,20
"1019",2,20
"1020",2,20
"1021",1,20
"1022",3,20
"1023",6,20
"1024",2,20
"1025",4,20
"1026",2,20
"1027",1,20
"1028",2,20
"1029",1,20
"1030",1,20
"1031",6,20
"1032",3,20
"1033",1,20
"1034",2,20
"1035",2,20
"1036",8,20
"1037",1,20
"1038",4,20
"1039",4,20
"1040",2,20
"1041",11,20
"1042",2,20
"1043",8,20
"1044",15,20
"1045",1,20
"1046",1,20
"1047",13,20
"1048",16,20
"1049",6,20
"1050",3,20
"1051",3,20
"1052",1,20
"1053",1,20
"1054",17,20
"1055",8,20
"1056",2,20
"1057",10,20
"1058",1,20
"1059",3,20
"1060",1,20
"1061",1,20
"1062",1,20
"1063",1,20
"1064",3,20
"1065",10,20
"1066",10,20
"1067",1,20
"1068",5,20
"1069",1,20
"1070",2,20
"1071",3,20
"1072",1,20
"1073",1,20
"1074",1,20
"1075",1,20
"1076",2,20
"1077",2,20
"1078",10,20
"1079",12,20
"1080",7,20
"1081",3,20
"1082",1,20
"1083",1,20
"1084",7,20
"1085",16,20
"1086",3,20
"1087",2,20
"1088",2,20
"1089",13,20
"1090",1,20
"1091",1,20
"1092",9,20
"1093",3,20
"1094",1,20
"1095",3,20
"1096",3,20
"1097",12,20
"1098",19,20
"1099",8,20
"1100",2,20
"1101",17,20
"1102",7,20
"1103",5,20
"1104",1,20
"1105",2,20
"1106",2,20
"1107",3,20
"1108",15,20
"1109",2,20
"1110",1,20
"1111",1,20
"1112",2,20
"1113",2,20
"1114",3,20
"1115",2,20
"1116",2,20
"1117",3,20
"1118",14,20
"1119",10,20
"1120",2,20
"1121",2,20
"1122",13,20
"1123",15,20
"1124",1,20
"1125",1,20
"1126",2,20
"1127",1,20
"1128",13,20
"1129",1,20
"1130",8,20
"1131",3,20
"1132",2,20
"1133",2,20
"1134",13,20
"1135",1,20
"1136",13,20
"1137",8,20
"1138",4,20
"1139",8,20
"1140",3,20
"1141",12,20
"1142",6,20
"1143",7,20
"1144",2,20
"1145",7,20
"1146",4,20
"1147",17,20
"1148",2,20
"1149",1,20
"1150",1,20
"1151",16,20
"1152",19,20
"1153",2,20
"1154",5,20
"1155",8,20
"1156",7,20
"1157",5,20
"1158",16,20
"1159",1,20
"1160",4,20
"1161",3,20
"1162",10,20
"1163",1,20
"1164",9,20
"1165",2,20
"1166",7,20
"1167",1,20
"1168",4,20
"1169",9,20
"1170",1,20
"1171",15,20
"1172",3,20
"1173",3,20
"1174",1,20
"1175",5,20
"1176",1,20
"1177",3,20
"1178",3,20
"1179",2,20
"1180",13,20
"1181",4,20
"1182",1,20
"1183",10,20
"1184",5,20
"1185",7,20
"1186",1,20
"1187",1,20
"1188",10,20
"1189",2,20
"1190",1,20
"1191",1,20
"1192",1,20
"1193",6,20
"1194",3,20
"1195",4,20
"1196",2,20
"1197",3,20
"1198",1,20
"1199",1,20
"1200",1,20
"1201",10,20
"1202",1,20
"1203",1,20
"1204",1,20
"1205",17,20
"1206",1,20
"1207",10,20
"1208",7,20
"1209",17,20
"1210",2,20
"1211",5,20
"1212",14,20
"1213",1,20
"1214",1,20
"1215",1,20
"1216",9,20
"1217",3,20
"1218",2,20
"1219",3,20
"1220",4,20
"1221",1,20
"1222",2,20
"1223",1,20
"1224",9,20
"1225",1,20
"1226",10,20
"1227",7,20
"1228",5,20
"1229",6,20
"1230",11,20
"1231",6,20
"1232",2,20
"1233",1,20
"1234",3,20
"1235",2,20
"1236",1,20
"1237",2,20
"1238",2,20
"1239",15,20
"1240",2,20
"1241",2,20
"1242",1,20
"1243",18,20
"1244",1,20
"1245",4,20
"1246",2,20
"1247",2,20
"1248",3,20
"1249",9,20
"1250",4,20
"1251",10,20
"1252",10,20
"1253",2,20
"1254",10,20
"1255",7,20
"1256",1,20
"1257",1,20
"1258",3,20
"1259",2,20
"1260",1,20
"1261",2,20
"1262",10,20
"1263",12,20
"1264",2,20
"1265",1,20
"1266",3,20
"1267",3,20
"1268",10,20
"1269",2,20
"1270",1,20
"1271",1,20
"1272",9,20
"1273",9,20
"1274",8,20
"1275",3,20
"1276",8,20
"1277",1,20
"1278",3,20
"1279",6,20
"1280",1,20
"1281",2,20
"1282",3,20
"1283",8,20
"1284",9,20
"1285",2,20
"1286",1,20
"1287",1,20
"1288",2,20
"1289",1,20
"1290",19,20
"1291",14,20
"1292",6,20
"1293",3,20
"1294",3,20
"1295",2,20
"1296",11,20
"1297",1,20
"1298",5,20
"1299",4,20
"1300",1,20
"1301",12,20
"1302",8,20
"1303",7,20
"1304",4,20
"1305",1,20
"1306",2,20
"1307",3,20
"1308",2,20
"1309",1,20
"1310",1,20
"1311",1,20
"1312",8,20
"1313",11,20
"1314",2,20
"1315",1,20
"1316",6,20
"1317",3,20
"1318",1,20
"1319",2,20
"1320",2,20
"1321",2,20
"1322",3,20
"1323",2,20
"1324",8,20
"1325",1,20
"1326",7,20
"1327",1,20
"1328",1,20
"1329",16,20
"1330",11,20
"1331",1,20
"1332",11,20
"1333",1,20
"1334",1,20
"1335",2,20
"1336",3,20
"1337",1,20
"1338",15,20
"1339",18,20
"1340",2,20
"1341",1,20
"1342",1,20
"1343",1,20
"1344",2,20
"1345",1,20
"1346",13,20
"1347",7,20
"1348",3,20
"1349",9,20
"1350",1,20
"1351",10,20
"1352",1,20
"1353",1,20
"1354",1,20
"1355",2,20
"1356",14,20
"1357",2,20
"1358",1,20
"1359",3,20
"1360",1,20
"1361",1,20
"1362",8,20
"1363",2,20
"1364",1,20
"1365",13,20
"1366",1,20
"1367",1,20
"1368",3,20
"1369",2,20
"1370",1,20
"1371",1,20
"1372",4,20
"1373",4,20
"1374",4,20
"1375",7,20
"1376",2,20
"1377",1,20
"1378",2,20
"1379",1,20
"1380",3,20
"1381",2,20
"1382",3,20
"1383",1,20
"1384",3,20
"1385",1,20
"1386",1,20
"1387",1,20
"1388",7,20
"1389",1,20
"1390",2,20
"1391",2,20
"1392",10,20
"1393",1,20
"1394",9,20
"1395",2,20
"1396",8,20
"1397",1,20
"1398",4,20
"1399",1,20
"1400",1,20
"1401",3,20
"1402",1,20
"1403",1,20
"1404",19,20
"1405",3,20
"1406",13,20
"1407",2,20
"1408",1,20
"1409",1,20
"1410",1,20
"1411",4,20
"1412",1,20
"1413",16,20
"1414",2,20
"1415",1,20
"1416",19,20
"1417",3,20
"1418",3,20
"1419",1,20
"1420",1,20
"1421",1,20
"1422",6,20
"1423",2,20
"1424",12,20
"1425",9,20
"1426",2,20
"1427",1,20
"1428",10,20
"1429",1,20
"1430",9,20
"1431",3,20
"1432",7,20
"1433",2,20
"1434",2,20
"1435",1,20
"1436",1,20
"1437",2,20
"1438",12,20
"1439",1,20
"1440",2,20
"1441",4,20
"1442",2,20
"1443",2,20
"1444",1,20
"1445",14,20
"1446",4,20
"1447",6,20
"1448",1,20
"1449",4,20
"1450",1,20
"1451",3,20
"1452",1,20
"1453",2,20
"1454",3,20
"1455",2,20
"1456",7,20
"1457",7,20
"1458",1,20
"1459",12,20
"1460",3,20
"1461",5,20
"1462",1,20
"1463",1,20
"1464",1,20
"1465",2,20
"1466",2,20
"1467",1,20
"1468",10,20
"1469",6,20
"1470",9,20
"1471",1,20
"1472",1,20
"1473",16,20
"1474",1,20
"1475",1,20
"1476",5,20
"1477",1,20
"1478",5,20
"1479",10,20
"1480",3,20
"1481",2,20
"1482",9,20
"1483",7,20
"1484",1,20
"1485",5,20
"1486",1,20
"1487",2,20
"1488",3,20
"1489",16,20
"1490",2,20
"1491",8,20
"1492",3,20
"1493",1,20
"1494",7,20
"1495",2,20
"1496",5,20
"1497",1,20
"1498",2,20
"1499",4,20
"1500",2,20
"1501",1,20
"1502",19,20
"1503",3,20
"1504",9,20
"1505",1,20
"1506",2,20
"1507",6,20
"1508",5,20
"1509",8,20
"1510",1,20
"1511",3,20
"1512",1,20
"1513",1,20
"1514",1,20
"1515",1,20
"1516",10,20
"1517",19,20
"1518",2,20
"1519",8,20
"1520",1,20
"1521",1,20
"1522",7,20
"1523",1,20
"1524",2,20
"1525",1,20
"1526",1,20
"1527",1,20
"1528",1,20
"1529",15,20
"1530",1,20
"1531",2,20
"1532",14,20
"1533",2,20
"1534",3,20
"1535",1,20
"1536",3,20
"1537",6,20
"1538",12,20
"1539",3,20
"1540",1,20
"1541",8,20
"1542",6,20
"1543",6,20
"1544",1,20
"1545",8,20
"1546",2,20
"1547",2,20
"1548",17,20
"1549",1,20
"1550",2,20
"1551",3,20
"1552",1,20
"1553",2,20
"1554",2,20
"1555",12,20
"1556",9,20
"1557",1,20
"1558",2,20
"1559",14,20
"1560",2,20
"1561",9,20
"1562",9,20
"1563",3,20
"1564",10,20
"1565",5,20
"1566",2,20
"1567",2,20
"1568",19,20
"1569",8,20
"1570",3,20
"1571",2,20
"1572",1,20
"1573",14,20
"1574",2,20
"1575",1,20
"1576",9,20
"1577",9,20
"1578",1,20
"1579",1,20
"1580",1,20
"1581",16,20
"1582",1,20
"1583",1,20
"1584",1,20
"1585",2,20
"1586",1,20
"1587",1,20
"1588",9,20
"1589",2,20
"1590",1,20
"1591",12,20
"1592",3,20
"1593",17,20
"1594",2,20
"1595",1,20
"1596",5,20
"1597",1,20
"1598",9,20
"1599",2,20
"1600",10,20
"1601",1,20
"1602",17,20
"1603",1,20
"1604",6,20
"1605",6,20
"1606",2,20
"1607",7,20
"1608",4,20
"1609",4,20
"1610",1,20
"1611",1,20
"1612",9,20
"1613",3,20
"1614",17,20
"1615",3,20
"1616",8,20
"1617",1,20
"1618",1,20
"1619",1,20
"1620",12,20
"1621",4,20
"1622",5,20
"1623",8,20
"1624",1,20
"1625",1,20
"1626",13,20
"1627",1,20
"1628",1,20
"1629",1,20
"1630",5,20
"1631",2,20
"1632",1,20
"1633",10,20
"1634",1,20
"1635",1,20
"1636",4,20
"1637",4,20
"1638",1,20
"1639",16,20
"1640",2,20
"1641",2,20
"1642",2,20
"1643",3,20
"1644",8,20
"1645",1,20
"1646",1,20
"1647",17,20
"1648",2,20
"1649",1,20
"1650",14,20
"1651",1,20
"1652",4,20
"1653",6,20
"1654",2,20
"1655",2,20
"1656",2,20
"1657",5,20
"1658",7,20
"1659",4,20
"1660",4,20
"1661",2,20
"1662",1,20
"1663",2,20
"1664",1,20
"1665",19,20
"1666",2,20
"1667",3,20
"1668",19,20
"1669",2,20
"1670",3,20
"1671",14,20
"1672",1,20
"1673",1,20
"1674",1,20
"1675",2,20
"1676",14,20
"1677",1,20
"1678",15,20
"1679",2,20
"1680",1,20
"1681",7,20
"1682",16,20
"1683",1,20
"1684",1,20
"1685",13,20
"1686",17,20
"1687",2,20
"1688",1,20
"1689",11,20
"1690",2,20
"1691",1,20
"1692",1,20
"1693",1,20
"1694",1,20
"1695",13,20
"1696",3,20
"1697",14,20
"1698",3,20
"1699",1,20
"1700",6,20
"1701",2,20
"1702",9,20
"1703",1,20
"1704",2,20
"1705",1,20
"1706",4,20
"1707",1,20
"1708",1,20
"1709",2,20
"1710",1,20
"1711",6,20
"1712",17,20
"1713",1,20
"1714",6,20
"1715",2,20
"1716",15,20
"1717",1,20
"1718",1,20
"1719",2,20
"1720",8,20
"1721",10,20
"1722",1,20
"1723",1,20
"1724",4,20
"1725",1,20
"1726",1,20
"1727",2,20
"1728",13,20
"1729",7,20
"1730",18,20
"1731",5,20
"1732",10,20
"1733",1,20
"1734",1,20
"1735",8,20
"1736",10,20
"1737",5,20
"1738",1,20
"1739",5,20
"1740",1,20
"1741",9,20
"1742",1,20
"1743",1,20
"1744",2,20
"1745",2,20
"1746",4,20
"1747",1,20
"1748",12,20
"1749",1,20
"1750",1,20
"1751",2,20
"1752",2,20
"1753",1,20
"1754",1,20
"1755",1,20
"1756",2,20
"1757",9,20
"1758",1,20
"1759",3,20
"1760",1,20
"1761",1,20
"1762",1,20
"1763",3,20
"1764",1,20
"1765",1,20
"1766",9,20
"1767",1,20
"1768",9,20
"1769",2,20
"1770",4,20
"1771",2,20
"1772",1,20
"1773",1,20
"1774",1,20
"1775",1,20
"1776",2,20
"1777",1,20
"1778",14,20
"1779",1,20
"1780",1,20
"1781",1,20
"1782",10,20
"1783",14,20
"1784",3,20
"1785",2,20
"1786",12,20
"1787",14,20
"1788",1,20
"1789",1,20
"1790",9,20
"1791",2,20
"1792",1,20
"1793",1,20
"1794",4,20
"1795",11,20
"1796",15,20
"1797",1,20
"1798",2,20
"1799",1,20
"1800",1,20
"1801",1,20
"1802",3,20
"1803",1,20
"1804",1,20
"1805",3,20
"1806",2,20
"1807",1,20
"1808",1,20
"1809",2,20
"1810",1,20
"1811",3,20
"1812",1,20
"1813",1,20
"1814",3,20
"1815",1,20
"1816",7,20
"1817",1,20
"1818",1,20
"1819",3,20
"1820",2,20
"1821",1,20
"1822",1,20
"1823",19,20
"1824",1,20
"1825",6,20
"1826",12,20
"1827",1,20
"1828",1,20
"1829",1,20
"1830",4,20
"1831",2,20
"1832",1,20
"1833",5,20
"1834",1,20
"1835",2,20
"1836",1,20
"1837",1,20
"1838",2,20
"1839",1,20
"1840",12,20
"1841",2,20
"1842",2,20
"1843",1,20
"1844",7,20
"1845",6,20
"1846",4,20
"1847",12,20
"1848",2,20
"1849",1,20
"1850",10,20
"1851",2,20
"1852",6,20
"1853",1,20
"1854",1,20
"1855",1,20
"1856",3,20
"1857",16,20
"1858",3,20
"1859",3,20
"1860",2,20
"1861",1,20
"1862",1,20
"1863",14,20
"1864",9,20
"1865",2,20
"1866",5,20
"1867",2,20
"1868",1,20
"1869",7,20
"1870",6,20
"1871",5,20
"1872",1,20
