"","d","sent_n"
"366",2,20
"367",9,20
"368",1,20
"369",1,20
"370",1,20
"371",9,20
"372",1,20
"373",1,20
"374",7,20
"375",5,20
"376",4,20
"377",1,20
"378",4,20
"379",4,20
"380",3,20
"381",2,20
"382",7,20
"383",4,20
"384",9,20
"385",13,20
"386",1,20
"387",5,20
"388",5,20
"389",8,20
"390",8,20
"391",9,20
"392",2,20
"393",3,20
"394",17,20
"395",8,20
"396",6,20
"397",2,20
"398",2,20
"399",9,20
"400",4,20
"401",13,20
"402",6,20
"403",4,20
"404",9,20
"405",3,20
"406",2,20
"407",1,20
"408",16,20
"409",1,20
"410",1,20
"411",3,20
"412",12,20
"413",5,20
"414",10,20
"415",11,20
"416",5,20
"417",1,20
"418",2,20
"419",1,20
"420",3,20
"421",6,20
"422",3,20
"423",2,20
"424",1,20
"425",1,20
"426",1,20
"427",2,20
"428",7,20
"429",1,20
"430",2,20
"431",7,20
"432",4,20
"433",1,20
"434",17,20
"435",10,20
"436",3,20
"437",6,20
"438",1,20
"439",1,20
"440",3,20
"441",2,20
"442",1,20
"443",7,20
"444",4,20
"445",4,20
"446",5,20
"447",5,20
"448",1,20
"449",2,20
"450",5,20
"451",1,20
"452",1,20
"453",3,20
"454",1,20
"455",3,20
"456",18,20
"457",4,20
"458",2,20
"459",1,20
"460",3,20
"461",2,20
"462",4,20
"463",5,20
"464",3,20
"465",4,20
"466",4,20
"467",2,20
"468",4,20
"469",2,20
"470",5,20
"471",1,20
"472",2,20
"473",11,20
"474",2,20
"475",9,20
"476",1,20
"477",2,20
"478",2,20
"479",6,20
"480",6,20
"481",2,20
"482",4,20
"483",13,20
"484",1,20
"485",2,20
"486",5,20
"487",1,20
"488",2,20
"489",2,20
"490",2,20
"491",1,20
"492",5,20
"493",4,20
"494",7,20
"495",12,20
"496",2,20
"497",4,20
"498",4,20
"499",2,20
"500",4,20
"501",3,20
"502",4,20
"503",7,20
"504",5,20
"505",7,20
"506",4,20
"507",1,20
"508",2,20
"509",4,20
"510",5,20
"511",1,20
"512",13,20
"513",4,20
"514",4,20
"515",12,20
"516",4,20
"517",1,20
"518",1,20
"519",2,20
"520",7,20
"521",6,20
"522",5,20
"523",14,20
"524",4,20
"525",2,20
"526",2,20
"527",8,20
"528",5,20
"529",1,20
"530",10,20
"531",2,20
"532",13,20
"533",7,20
"534",3,20
"535",5,20
"536",3,20
"537",14,20
"538",3,20
"539",3,20
"540",6,20
"541",2,20
"542",4,20
"543",4,20
"544",1,20
"545",1,20
"546",7,20
"547",1,20
"548",16,20
"549",8,20
"550",9,20
"551",5,20
"552",6,20
"553",2,20
"554",3,20
"555",1,20
"556",5,20
"557",3,20
"558",6,20
"559",7,20
"560",11,20
"561",5,20
"562",6,20
"563",17,20
"564",3,20
"565",8,20
"566",2,20
"567",2,20
"568",2,20
"569",6,20
"570",1,20
"571",2,20
"572",10,20
"573",3,20
"574",1,20
"575",4,20
"576",1,20
"577",2,20
"578",2,20
"579",3,20
"580",7,20
"581",7,20
"582",2,20
"583",1,20
"584",2,20
"585",1,20
"586",2,20
"587",12,20
"588",4,20
"589",7,20
"590",2,20
"591",1,20
"592",2,20
"593",1,20
"594",2,20
"595",2,20
"596",3,20
"597",4,20
"598",4,20
"599",1,20
"600",1,20
"601",4,20
"602",2,20
"603",7,20
"604",19,20
"605",1,20
"606",7,20
"607",3,20
"608",1,20
"609",3,20
"610",8,20
"611",4,20
"612",2,20
"613",2,20
"614",2,20
"615",11,20
"616",9,20
"617",4,20
"618",5,20
"619",4,20
"620",3,20
"621",2,20
"622",1,20
"623",5,20
"624",1,20
"625",12,20
"626",1,20
"627",1,20
"628",3,20
"629",7,20
"630",2,20
"631",7,20
"632",3,20
"633",2,20
"634",7,20
"635",3,20
"636",2,20
"637",2,20
"638",4,20
"639",6,20
"640",6,20
"641",10,20
"642",2,20
"643",7,20
"644",4,20
"645",4,20
"646",4,20
"647",12,20
"648",12,20
"649",2,20
"650",1,20
"651",5,20
"652",4,20
"653",3,20
"654",9,20
"655",13,20
"656",12,20
"657",3,20
"658",1,20
"659",8,20
"660",5,20
"661",1,20
"662",1,20
"663",2,20
"664",2,20
"665",6,20
"666",4,20
"667",1,20
"668",10,20
"669",7,20
"670",7,20
"671",3,20
"672",1,20
"673",17,20
"674",3,20
"675",2,20
"676",2,20
"677",11,20
"678",16,20
"679",4,20
"680",5,20
"681",9,20
"682",1,20
"683",2,20
"684",5,20
"685",3,20
"686",1,20
"687",12,20
"688",3,20
"689",4,20
"690",9,20
"691",6,20
"692",6,20
"693",12,20
"694",1,20
"695",18,20
"696",2,20
"697",6,20
"698",9,20
"699",1,20
"700",2,20
"701",4,20
"702",7,20
"703",3,20
"704",1,20
"705",17,20
"706",6,20
"707",2,20
"708",16,20
"709",6,20
"710",2,20
"711",5,20
"712",5,20
"713",2,20
"714",15,20
"715",1,20
"716",8,20
"717",6,20
"718",2,20
"719",9,20
"720",7,20
"721",5,20
"722",1,20
"723",11,20
"724",9,20
"725",9,20
"726",6,20
"727",6,20
"728",1,20
"729",2,20
"730",1,20
"731",2,20
"732",12,20
"733",5,20
"734",10,20
"735",1,20
"736",3,20
"737",1,20
"738",13,20
"739",7,20
"740",4,20
"741",14,20
"742",9,20
"743",3,20
"744",3,20
"745",4,20
"746",2,20
"747",1,20
"748",1,20
"749",3,20
"750",1,20
"751",2,20
"752",6,20
"753",1,20
"754",2,20
"755",2,20
"756",4,20
"757",8,20
"758",3,20
"759",4,20
"760",1,20
"761",7,20
"762",3,20
"763",14,20
"764",2,20
"765",7,20
"766",5,20
"767",1,20
"768",8,20
"769",2,20
"770",7,20
"771",4,20
"772",5,20
"773",1,20
"774",1,20
"775",1,20
"776",5,20
"777",1,20
"778",3,20
"779",2,20
"780",5,20
"781",4,20
"782",9,20
"783",4,20
"784",2,20
"785",3,20
"786",5,20
"787",2,20
"788",1,20
"789",3,20
"790",2,20
"791",10,20
"792",6,20
"793",4,20
"794",4,20
"795",4,20
"796",4,20
"797",5,20
"798",4,20
"799",4,20
"800",7,20
"801",16,20
"802",4,20
"803",5,20
"804",5,20
"805",11,20
"806",7,20
"807",3,20
"808",1,20
"809",8,20
"810",2,20
"811",1,20
"812",5,20
"813",1,20
"814",1,20
"815",10,20
"816",2,20
"817",6,20
"818",5,20
"819",8,20
"820",5,20
"821",4,20
"822",11,20
"823",10,20
"824",7,20
"825",3,20
"826",5,20
"827",1,20
"828",1,20
"829",1,20
"830",9,20
"831",7,20
"832",4,20
"833",1,20
"834",6,20
"835",1,20
"836",4,20
"837",1,20
"838",4,20
"839",2,20
"840",18,20
"841",5,20
"842",7,20
"843",4,20
"844",4,20
"845",3,20
"846",13,20
"847",1,20
"848",1,20
"849",1,20
"850",4,20
"851",7,20
"852",5,20
"853",3,20
"854",2,20
"855",2,20
"856",2,20
"857",3,20
"858",1,20
"859",12,20
"860",3,20
"861",4,20
"862",1,20
"863",2,20
"864",3,20
"865",6,20
"866",8,20
"867",2,20
"868",6,20
"869",3,20
"870",5,20
"871",1,20
"872",1,20
"873",2,20
"874",3,20
"875",6,20
"876",1,20
"877",2,20
"878",2,20
"879",5,20
"880",8,20
"881",2,20
"882",17,20
"883",5,20
"884",6,20
"885",5,20
"886",4,20
"887",5,20
"888",7,20
"889",1,20
"890",2,20
"891",1,20
"892",4,20
"893",3,20
"894",1,20
"895",8,20
"896",4,20
"897",1,20
"898",8,20
"899",7,20
"900",4,20
"901",9,20
"902",2,20
"903",1,20
"904",1,20
"905",9,20
"906",4,20
"907",2,20
"908",1,20
"909",2,20
"910",8,20
"911",10,20
"912",4,20
"913",3,20
"914",7,20
"915",1,20
"916",5,20
"917",11,20
"918",2,20
"919",4,20
"920",1,20
"921",1,20
"922",5,20
"923",11,20
"924",4,20
"925",5,20
"926",1,20
"927",1,20
"928",5,20
"929",4,20
"930",8,20
"931",1,20
"932",1,20
"933",4,20
"934",1,20
"935",1,20
"936",2,20
"937",2,20
"938",4,20
"939",1,20
"940",8,20
"941",5,20
"942",1,20
"943",10,20
"944",7,20
"945",4,20
"946",2,20
"947",1,20
"948",8,20
"949",4,20
"950",2,20
"951",4,20
"952",2,20
"953",7,20
"954",17,20
"955",5,20
"956",2,20
"957",2,20
"958",11,20
"959",2,20
"960",4,20
"961",8,20
"962",1,20
"963",3,20
"964",10,20
"965",8,20
"966",1,20
"967",1,20
"968",7,20
"969",7,20
"970",1,20
"971",2,20
"972",4,20
"973",7,20
"974",1,20
"975",1,20
"976",2,20
"977",2,20
"978",4,20
"979",1,20
"980",1,20
"981",11,20
"982",1,20
"983",4,20
"984",3,20
"985",1,20
"986",4,20
"987",2,20
"988",2,20
"989",2,20
"990",4,20
"991",2,20
"992",1,20
"993",5,20
"994",1,20
"995",2,20
"996",5,20
"997",1,20
"998",1,20
"999",2,20
"1000",4,20
"1001",7,20
"1002",1,20
"1003",9,20
"1004",1,20
"1005",5,20
"1006",4,20
"1007",5,20
"1008",3,20
"1009",2,20
"1010",4,20
"1011",3,20
"1012",4,20
"1013",5,20
"1014",4,20
"1015",6,20
"1016",11,20
"1017",2,20
"1018",3,20
"1019",5,20
"1020",4,20
"1021",4,20
"1022",2,20
"1023",5,20
"1024",2,20
"1025",2,20
"1026",4,20
"1027",1,20
"1028",3,20
"1029",1,20
"1030",1,20
"1031",5,20
"1032",8,20
"1033",1,20
"1034",1,20
"1035",2,20
"1036",3,20
"1037",3,20
"1038",8,20
"1039",6,20
"1040",1,20
"1041",2,20
"1042",5,20
"1043",1,20
"1044",14,20
"1045",3,20
"1046",6,20
"1047",7,20
"1048",6,20
"1049",6,20
"1050",3,20
"1051",1,20
"1052",1,20
"1053",7,20
"1054",2,20
"1055",9,20
"1056",4,20
"1057",3,20
"1058",7,20
"1059",9,20
"1060",5,20
"1061",7,20
"1062",4,20
"1063",4,20
"1064",1,20
"1065",1,20
"1066",2,20
"1067",3,20
"1068",9,20
"1069",7,20
"1070",2,20
"1071",1,20
"1072",3,20
"1073",4,20
"1074",4,20
"1075",1,20
"1076",6,20
"1077",6,20
"1078",1,20
"1079",3,20
"1080",15,20
"1081",3,20
"1082",3,20
"1083",1,20
"1084",1,20
"1085",1,20
"1086",4,20
"1087",1,20
"1088",2,20
"1089",2,20
"1090",11,20
"1091",3,20
"1092",5,20
"1093",3,20
"1094",1,20
"1095",5,20
"1096",7,20
"1097",7,20
"1098",4,20
"1099",3,20
"1100",3,20
"1101",4,20
"1102",3,20
"1103",3,20
"1104",1,20
"1105",1,20
"1106",4,20
"1107",4,20
"1108",1,20
"1109",1,20
"1110",6,20
"1111",5,20
"1112",1,20
"1113",7,20
"1114",1,20
"1115",3,20
"1116",3,20
"1117",5,20
"1118",1,20
"1119",5,20
"1120",1,20
"1121",2,20
"1122",2,20
"1123",2,20
"1124",3,20
"1125",1,20
"1126",2,20
"1127",2,20
"1128",3,20
"1129",2,20
"1130",2,20
"1131",1,20
"1132",5,20
"1133",6,20
"1134",8,20
"1135",1,20
"1136",1,20
"1137",4,20
"1138",2,20
"1139",1,20
"1140",2,20
"1141",2,20
"1142",1,20
"1143",9,20
"1144",2,20
"1145",3,20
"1146",1,20
"1147",7,20
"1148",1,20
"1149",4,20
"1150",2,20
"1151",18,20
"1152",2,20
"1153",1,20
"1154",6,20
"1155",1,20
"1156",3,20
"1157",3,20
"1158",6,20
"1159",2,20
"1160",6,20
"1161",3,20
"1162",3,20
"1163",5,20
"1164",1,20
"1165",2,20
"1166",12,20
"1167",1,20
"1168",2,20
"1169",2,20
"1170",9,20
"1171",14,20
"1172",1,20
"1173",4,20
"1174",12,20
"1175",18,20
"1176",6,20
"1177",2,20
"1178",3,20
"1179",2,20
"1180",3,20
"1181",3,20
"1182",5,20
"1183",10,20
"1184",8,20
"1185",1,20
"1186",6,20
"1187",8,20
"1188",1,20
"1189",6,20
"1190",1,20
"1191",2,20
"1192",1,20
"1193",4,20
"1194",2,20
"1195",1,20
"1196",15,20
"1197",8,20
"1198",5,20
"1199",1,20
"1200",3,20
"1201",4,20
"1202",3,20
"1203",2,20
"1204",17,20
"1205",5,20
"1206",6,20
"1207",1,20
"1208",18,20
"1209",1,20
"1210",2,20
"1211",2,20
"1212",2,20
"1213",1,20
"1214",2,20
"1215",3,20
"1216",8,20
"1217",3,20
"1218",4,20
"1219",7,20
"1220",5,20
"1221",4,20
"1222",1,20
"1223",3,20
"1224",4,20
"1225",5,20
"1226",1,20
"1227",5,20
"1228",2,20
"1229",5,20
"1230",4,20
"1231",3,20
"1232",1,20
"1233",3,20
"1234",1,20
"1235",1,20
"1236",4,20
"1237",1,20
"1238",2,20
"1239",7,20
"1240",7,20
"1241",3,20
"1242",4,20
"1243",9,20
"1244",3,20
"1245",1,20
"1246",1,20
"1247",3,20
"1248",7,20
"1249",3,20
"1250",3,20
"1251",1,20
"1252",5,20
"1253",10,20
"1254",10,20
"1255",1,20
"1256",1,20
"1257",1,20
"1258",3,20
"1259",2,20
"1260",5,20
"1261",3,20
"1262",2,20
"1263",9,20
"1264",3,20
"1265",3,20
"1266",1,20
"1267",1,20
"1268",3,20
"1269",6,20
"1270",14,20
"1271",4,20
"1272",6,20
"1273",1,20
"1274",1,20
"1275",2,20
"1276",3,20
"1277",3,20
"1278",4,20
"1279",1,20
"1280",5,20
"1281",2,20
"1282",3,20
"1283",10,20
"1284",1,20
"1285",1,20
"1286",2,20
"1287",2,20
"1288",8,20
"1289",4,20
"1290",3,20
"1291",4,20
"1292",5,20
"1293",11,20
"1294",5,20
"1295",2,20
"1296",1,20
"1297",5,20
"1298",6,20
"1299",2,20
"1300",3,20
"1301",6,20
"1302",4,20
"1303",5,20
"1304",4,20
"1305",3,20
"1306",3,20
"1307",1,20
"1308",6,20
"1309",2,20
"1310",6,20
"1311",5,20
"1312",1,20
"1313",1,20
"1314",5,20
"1315",1,20
"1316",6,20
"1317",6,20
"1318",3,20
"1319",3,20
"1320",5,20
"1321",1,20
"1322",1,20
"1323",5,20
"1324",7,20
"1325",9,20
"1326",4,20
"1327",7,20
"1328",1,20
"1329",2,20
"1330",3,20
"1331",1,20
"1332",6,20
"1333",1,20
"1334",5,20
"1335",18,20
"1336",14,20
"1337",5,20
"1338",1,20
"1339",3,20
"1340",6,20
"1341",3,20
"1342",15,20
"1343",10,20
"1344",1,20
"1345",4,20
"1346",11,20
"1347",1,20
"1348",13,20
"1349",6,20
"1350",3,20
"1351",4,20
"1352",15,20
"1353",11,20
"1354",2,20
"1355",2,20
"1356",2,20
"1357",2,20
"1358",4,20
"1359",10,20
"1360",5,20
"1361",7,20
"1362",3,20
"1363",4,20
"1364",3,20
"1365",13,20
"1366",3,20
"1367",12,20
"1368",9,20
"1369",6,20
"1370",2,20
"1371",7,20
"1372",5,20
"1373",4,20
"1374",1,20
"1375",7,20
"1376",1,20
"1377",4,20
"1378",1,20
"1379",7,20
"1380",3,20
"1381",5,20
"1382",5,20
"1383",3,20
"1384",14,20
"1385",13,20
"1386",1,20
"1387",3,20
"1388",1,20
"1389",3,20
"1390",14,20
"1391",7,20
"1392",10,20
"1393",2,20
"1394",10,20
"1395",1,20
"1396",4,20
"1397",5,20
"1398",1,20
"1399",3,20
"1400",3,20
"1401",11,20
"1402",17,20
"1403",12,20
"1404",2,20
"1405",4,20
"1406",1,20
"1407",1,20
"1408",3,20
"1409",8,20
"1410",1,20
"1411",5,20
"1412",1,20
"1413",3,20
"1414",2,20
"1415",4,20
"1416",5,20
"1417",6,20
"1418",10,20
"1419",5,20
"1420",1,20
"1421",16,20
"1422",3,20
"1423",2,20
"1424",4,20
"1425",4,20
"1426",7,20
"1427",1,20
"1428",3,20
"1429",2,20
"1430",9,20
"1431",2,20
"1432",11,20
"1433",3,20
"1434",6,20
"1435",4,20
"1436",3,20
"1437",4,20
"1438",2,20
"1439",2,20
"1440",6,20
"1441",1,20
"1442",3,20
"1443",2,20
"1444",14,20
"1445",19,20
"1446",12,20
"1447",3,20
"1448",3,20
"1449",11,20
"1450",1,20
"1451",2,20
"1452",1,20
"1453",11,20
"1454",7,20
"1455",1,20
"1456",8,20
"1457",6,20
"1458",2,20
"1459",12,20
"1460",2,20
"1461",1,20
"1462",3,20
"1463",4,20
"1464",1,20
"1465",2,20
"1466",10,20
"1467",2,20
"1468",7,20
"1469",4,20
"1470",3,20
"1471",1,20
"1472",5,20
"1473",1,20
"1474",3,20
"1475",6,20
"1476",2,20
"1477",4,20
"1478",2,20
"1479",8,20
"1480",3,20
"1481",2,20
"1482",4,20
"1483",16,20
"1484",1,20
"1485",3,20
"1486",1,20
"1487",7,20
"1488",4,20
"1489",2,20
"1490",2,20
"1491",1,20
"1492",17,20
"1493",3,20
"1494",7,20
"1495",7,20
"1496",16,20
"1497",6,20
"1498",1,20
"1499",1,20
"1500",4,20
"1501",1,20
"1502",11,20
"1503",12,20
"1504",2,20
"1505",12,20
"1506",5,20
"1507",9,20
"1508",8,20
"1509",11,20
"1510",11,20
"1511",1,20
"1512",9,20
"1513",5,20
"1514",1,20
"1515",3,20
"1516",3,20
"1517",8,20
"1518",3,20
"1519",2,20
"1520",1,20
"1521",3,20
"1522",7,20
"1523",2,20
"1524",2,20
"1525",2,20
"1526",12,20
"1527",2,20
"1528",4,20
"1529",4,20
"1530",1,20
"1531",9,20
"1532",3,20
"1533",3,20
"1534",6,20
"1535",4,20
"1536",3,20
"1537",1,20
"1538",1,20
"1539",6,20
"1540",5,20
"1541",1,20
"1542",4,20
"1543",1,20
"1544",1,20
"1545",3,20
"1546",1,20
"1547",2,20
"1548",3,20
"1549",4,20
"1550",1,20
"1551",1,20
"1552",3,20
"1553",5,20
"1554",12,20
"1555",1,20
"1556",3,20
"1557",7,20
"1558",1,20
"1559",1,20
"1560",19,20
"1561",15,20
"1562",1,20
"1563",10,20
"1564",6,20
"1565",5,20
"1566",3,20
"1567",13,20
"1568",9,20
"1569",1,20
"1570",5,20
"1571",18,20
"1572",1,20
"1573",3,20
"1574",1,20
"1575",4,20
"1576",6,20
"1577",2,20
"1578",19,20
"1579",1,20
"1580",4,20
"1581",1,20
"1582",6,20
"1583",1,20
"1584",9,20
"1585",2,20
"1586",2,20
"1587",4,20
"1588",2,20
"1589",3,20
"1590",2,20
"1591",11,20
"1592",19,20
"1593",1,20
"1594",3,20
"1595",1,20
"1596",3,20
"1597",2,20
"1598",15,20
"1599",6,20
"1600",1,20
"1601",3,20
"1602",2,20
"1603",2,20
"1604",10,20
"1605",11,20
"1606",1,20
"1607",12,20
"1608",19,20
"1609",8,20
"1610",2,20
"1611",4,20
"1612",6,20
"1613",1,20
"1614",13,20
"1615",7,20
"1616",3,20
"1617",3,20
"1618",7,20
"1619",1,20
"1620",4,20
"1621",3,20
"1622",4,20
"1623",3,20
"1624",1,20
"1625",11,20
"1626",7,20
"1627",1,20
"1628",3,20
"1629",6,20
"1630",1,20
"1631",7,20
"1632",2,20
"1633",2,20
"1634",3,20
"1635",4,20
"1636",4,20
"1637",2,20
"1638",2,20
"1639",2,20
"1640",3,20
"1641",4,20
"1642",4,20
"1643",9,20
"1644",1,20
"1645",5,20
"1646",3,20
"1647",1,20
"1648",3,20
"1649",3,20
"1650",1,20
"1651",6,20
"1652",6,20
"1653",5,20
"1654",3,20
"1655",1,20
"1656",7,20
"1657",1,20
"1658",4,20
"1659",18,20
"1660",2,20
"1661",1,20
"1662",13,20
"1663",6,20
"1664",1,20
"1665",1,20
"1666",4,20
"1667",18,20
"1668",1,20
"1669",4,20
"1670",7,20
"1671",6,20
"1672",6,20
"1673",7,20
"1674",1,20
"1675",3,20
"1676",1,20
"1677",3,20
"1678",6,20
"1679",2,20
"1680",3,20
"1681",1,20
"1682",8,20
"1683",4,20
"1684",7,20
"1685",2,20
"1686",6,20
"1687",10,20
"1688",5,20
"1689",7,20
"1690",2,20
"1691",1,20
"1692",2,20
"1693",5,20
"1694",1,20
"1695",11,20
"1696",13,20
"1697",5,20
"1698",1,20
"1699",1,20
"1700",7,20
"1701",9,20
"1702",2,20
"1703",13,20
"1704",8,20
"1705",4,20
"1706",1,20
"1707",2,20
"1708",1,20
"1709",2,20
"1710",1,20
"1711",19,20
"1712",8,20
"1713",2,20
"1714",1,20
"1715",2,20
"1716",10,20
"1717",2,20
"1718",5,20
"1719",1,20
"1720",11,20
"1721",15,20
"1722",3,20
"1723",4,20
"1724",2,20
"1725",1,20
"1726",7,20
"1727",5,20
"1728",5,20
"1729",4,20
"1730",7,20
"1731",6,20
"1732",5,20
"1733",4,20
"1734",1,20
"1735",9,20
"1736",3,20
"1737",8,20
"1738",6,20
"1739",13,20
"1740",3,20
"1741",7,20
"1742",14,20
"1743",1,20
"1744",7,20
"1745",1,20
"1746",3,20
"1747",3,20
"1748",4,20
"1749",7,20
"1750",15,20
"1751",9,20
"1752",6,20
"1753",4,20
"1754",6,20
"1755",1,20
"1756",5,20
"1757",10,20
"1758",8,20
"1759",1,20
"1760",1,20
"1761",3,20
"1762",4,20
"1763",1,20
"1764",1,20
"1765",6,20
"1766",13,20
"1767",1,20
"1768",3,20
"1769",7,20
"1770",8,20
"1771",2,20
"1772",1,20
"1773",1,20
"1774",10,20
"1775",4,20
"1776",8,20
"1777",6,20
"1778",13,20
"1779",3,20
"1780",15,20
"1781",6,20
"1782",3,20
"1783",4,20
"1784",6,20
"1785",10,20
"1786",4,20
"1787",7,20
"1788",3,20
"1789",13,20
"1790",5,20
"1791",3,20
"1792",7,20
"1793",2,20
"1794",10,20
"1795",6,20
"1796",3,20
"1797",4,20
"1798",5,20
"1799",11,20
"1800",1,20
"1801",6,20
"1802",2,20
"1803",1,20
"1804",14,20
"1805",7,20
"1806",14,20
"1807",2,20
"1808",3,20
"1809",7,20
"1810",2,20
"1811",12,20
"1812",5,20
"1813",9,20
"1814",5,20
"1815",4,20
"1816",11,20
"1817",1,20
"1818",4,20
"1819",4,20
"1820",10,20
"1821",2,20
"1822",2,20
"1823",3,20
"1824",1,20
"1825",4,20
"1826",12,20
"1827",1,20
"1828",4,20
"1829",2,20
"1830",6,20
"1831",7,20
"1832",10,20
"1833",3,20
"1834",1,20
"1835",3,20
"1836",3,20
"1837",5,20
"1838",6,20
"1839",8,20
"1840",1,20
"1841",1,20
"1842",4,20
"1843",2,20
"1844",5,20
"1845",10,20
"1846",2,20
"1847",2,20
"1848",2,20
"1849",6,20
"1850",18,20
"1851",8,20
"1852",2,20
"1853",1,20
"1854",6,20
"1855",10,20
"1856",5,20
"1857",4,20
"1858",3,20
"1859",3,20
"1860",3,20
"1861",9,20
"1862",2,20
"1863",4,20
"1864",4,20
"1865",14,20
"1866",5,20
"1867",6,20
"1868",15,20
"1869",3,20
"1870",2,20
"1871",1,20
"1872",1,20
